,timestamp,sphere,projected_sphere,circle_3d,diameter_3d,ellipse,location,diameter,confidence,model_confidence,theta,phi
0,0.0,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (0.0, 0.0), 'axes': (0.0, 0.0), 'angle': 0.0}","(0.0, 0.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
1,0.016666666666666666,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
2,0.03333333333333333,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
3,0.05,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
4,0.06666666666666667,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
5,0.08333333333333333,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
6,0.1,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
7,0.11666666666666667,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
8,0.13333333333333333,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
9,0.15,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
10,0.16666666666666666,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
11,0.18333333333333332,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
12,0.2,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
13,0.21666666666666667,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
14,0.23333333333333334,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
15,0.25,"{'center': (0.02748889739874351, 0.012610988261701706, 50.6757296737577), 'radius': 5}","{'center': (320.0, 240.0), 'axes': (174.07668783815575, 174.07668783815575), 'angle': 0.0}","{'center': (0.025259753621762727, 0.01196529372218182, 45.675730212358076), 'normal': (-0.0004458287553961565, -0.00012913890790397728, -0.9999998922799258), 'radius': -0.04041142122526642}",-0.08082284245053284,"{'center': (320.0, 240.0), 'axes': (0.0, 0.0), 'angle': 180.0}","(320.0, 240.0)",0.0,0.0,0.1,1.5709254657031595,-1.5712421555687794
